facility_uid,facility_code,state_unique_id,registration_no,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,facility_level_option,physical_location,longitude,latitude,phone_number,email_address,website,ooperational_days,operational_hours,operation_status,registration_status,license_status,doctors,nurses,midwives,beds
35547499,24/07/1/2/2/0002,24/07/1/1/0025,,1954-01-07,Epe General Hospital,Lagos,Epe,Public,State Government,Secondary,,39 Hospital Road Epe,3.97063,6.5864,0802-311-4499,hsc@lagosstate.gov.ng,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HOURS,Operational,Registered,Licensed,35,6,0,110
60902210,24/07/1/2/1/0001,,,1998-12-30,Graceland Hospital,Lagos,Epe,Private,For Profit,Secondary,,Adeniyi Sulaimon Street /Ayeola Street Papa Epe,3.96941,6.58974,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HOURS,Operational,Registered,Licensed,1,0,0,5
42491196,24/07/1/2/2/0004,24/07/1/1/0028,,2005-01-07,Papa Primary Health Centre,Lagos,Epe,Public,Local Government,Primary,Primary Health Center,Mistura Ramond Street Papa Epe,3.96398,6.58493,0803-394-2978,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8hours,Operational,Registered,Licensed,0,1,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,
59233750,24/07/1/1/1/0033,24/07/1/1/0024,,2010-01-07,True Care Hospital,Lagos,Epe,Private,For Profit,Primary,Primary Health Center,19 Adeyemi Apena Street Papa Epe,3.96948,6.58822,0012-900-999_,truecaremodelhospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HOURS,Operational,Registered,Licensed,6,0,0,11
47936515,24/07/1/1/1/0033,,,2018-01-07,Sagidan Health Centre,Lagos,Epe,Public,Local Government,Primary,Primary Health Clinic,Agboro Ode Street Sagidan Epe,3.97742,6.58422,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8hours,Operational,Registered,Licensed,0,0,0,1
29994942,24/08/1/1/2/0073,,,2015-01-06,Arise Mobile Cinic,Lagos,Eti-Osa,Private,Not For Profit,Primary,Health Post,"House 6B, Prince Alaba Oniru, Way",3.44307,6.43286,0902-409-4549,info@healingstripeshospital.com,,Wednesday,7hrs,Operational,Pending Registration,Not Licensed,1,0,0,
71663660,24/08/1/2/2/0005,,283402,2001-04-06,Ave Maria Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"Block 7, Plot 14, Oba Idowu Abiodun Oniru Lagos",3.44706,6.43129,0802-379-2290,st.mariahospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,12,10,4,24
51453822,24/08/1/1/2/0079,113033,103881,2001-07-03,Divine Dental Home,Lagos,Eti-Osa,Private,For Profit,Primary,,"8b, Fabac Close off Ligali Ayorinde Victoria Island",3.43883,6.43411,0708-617-9156,ddhdentalhome@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7hrs,Operational,Registered,Licensed,0,0,0,3
81825375,24/08/1/1/2/0077,111081,084124,2007-01-10,Dr Charles Hammond Clinic,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,15 Adetokunbo Ademola Street Victoria Island,3.43132,6.43312,0145-414-14__,chamclinics@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12hrs,Operational,Registered,Licensed,2,2,0,2
59959987,24/08/1/1/2/0090,,1567713,2019-03-07,Encee Medical Center,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,"175B, Moshood Olugbani Street, Victoria Island",3.44008,6.42757,0906-389-6230,info@enceemed.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,1,2,0,0
64049118,24/08/1/1/2/0061,,,,Fatai Williams Clinic,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
24485580,24/08/1/2/2/0121,,,2007-04-02,Louis Med Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,,,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,,,,
46132445,24/08/1/2/2/0120,,,2019-11-03,Marcelle Ruth Cancer Centre,Lagos,Eti-Osa,Private,For Profit,Secondary,,,,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
36969377,24/08/1/1/2/0022,,,,Medbury Medical Servicesl - 1004,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
48319018,24/08/1/1/2/0024,,,,Mobil Clinic,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
77866283,24/08/1/1/1/0015,,,1983-08-09,Oriyanrin Primary Health Centre (Eti Osa),Lagos,Eti-Osa,Public,Local Government,Primary,Primary Health Center,1-7 Muri Okunola Strret Victoria Island,3.43999,6.43343,0708-808-8891,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,5,1,1,7
33274520,24/08/1/2/2/0081,1121158,082325,1999-09-08,Vantage Medical Center,Lagos,Eti-Osa,Private,For Profit,Secondary,,10b Fabac Close Victoria Island,3.43931,6.43397,27771707,info@vantagemedicalcentre.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",12 Hours,Operational,Registered,Licensed,3,0,0,1
54229009,24/08/1/2/2/0080,1121158,082325,1999-09-08,Vantage Medical Center,Lagos,Eti-Osa,Private,For Profit,Secondary,,10b Fabac Close Victoria Island,3.43931,6.43397,0127-058-03__,info@vantagemedicalcentre.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hrs,Operational,Registered,Licensed,3,0,0,1
46196488,24/08/1/1/1/0001,,,1990-01-01,Addo Primary Health Centre,Lagos,Eti-Osa,Public,Local Government,Primary,Primary Health Clinic,Sola Omole Street Lamgbasa,3.58114,6.50112,0706-888-4700,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,0,0,0,3
15823110,24/08/1/1/2/0083,,1420703,2019-07-04,Broadgate Medical Services,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,"13 Badore Road Adewale Bustop, Addo",3.58846,6.49826,0818-197-7036,info@broadgatehospital.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Provisionally Registered,Not Licensed,3,2,2,9
38508320,24/08/1/2/2/0011,,,,Budo Specialist Hospital,Lagos,Eti-Osa,Private,,Secondary,,,3.58087158200004,6.47009277300003,,,,,,Operational,Unknown,Unknown,,,,
29176061,24/08/1/2/2/0024,,503012,1991-09-12,J Rapha Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"40, Addo-Lagbasa Owode Ajah",3.58846,6.49826,0817-904-7388,jrapha24@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Unknown,4,3,0,8
27373628,24/08/1/1/2/0037,,,1991-02-01,Sheriff Clinic,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,"10, Addo Badore Road, Addo Off Ajah, Lagos",3.58814,6.49796,0802-312-1277,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,0,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,
71654498,24/08/1/2/2/0085,,1613486,2017-01-03,Southern Shore Hospital Addo,Lagos,Eti-Osa,Private,For Profit,Secondary,,"9, Atiku Compound, Sigh Board Bus-Stop Addo Road, Addo",3.58332,6.49525,0703-515-4599,jubri21@yahoo.co.uk,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,2,0,3
58232908,24/08/1/1/2/0002,,,1994-11-06,Ajah Clinic,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,"No4/6, Ayietoro Street Ajah Behind Aleshi Hotel",3.56351,6.46846,0901-358-5114,uyolofty@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,0,0,6
52617478,24/08/1/1/1/0002,,,2009-01-03,Ajah Primary Health Centre,Lagos,Eti-Osa,Public,Local Government,Primary,Primary Health Center,"Baale Street, Ajah Market",3.56402,6.46838,0802-332-1330,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,0,0,1,7
38541779,24/08/1/2/2/0017,,498038,1996-01-01,Doren Specialist Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"1 Kemfat Street, Thomas Estate Ajah",3.57444,6.46962,0802-306-2100,doren@hotmail.co.uk,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hrs,Operational,Registered,Licensed,13,4,3,26
85064654,24/08/1/1/2/0023,,,,Milaj Convalescent Home,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
50246814,24/08/1/1/1/0003,,,2003-08-10,Ajiran Primary Health Centre,Lagos,Eti-Osa,Public,Local Government,Primary,Health Post,Tesilim Street Ajiran Ilaje Road,3.52035,6.45372,0809-822-4684,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,0,0,0,2
49750828,24/08/1/2/2/0006,,865927,2007-02-10,Baefem Specialist Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"Plot 6D, Road 7A, VGC - Ajah",3.55404,6.46017,0803-455-0288,efosaaruede@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,0,0,4
34298766,24/08/1/2/2/0012,,,,Care Max Hospital,Lagos,Eti-Osa,Private,,Secondary,,,3.63092041000004,6.47369384800004,8066104780,,,,,Operational,Unknown,Unknown,,,,
69533557,24/08/1/1/2/0005,,,,Chevron Clinic,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
45995133,24/08/1/1/2/0010,,,,Esteemos Health Clinic,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
63209056,24/08/1/2/2/0020,,81146,1986-01-01,First City Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"17, Bamidele Eletu Street, Osapa",3.51187,6.43959,0817-348-0926,firstcityhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,7,1,0,16
26544916,24/08/1/2/2/0027,,,2001-03-01,Kids Care Paediatric Hospital,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,VGC Shopping Mall-Shoping G 13,3.55401,6.46235,0810-578-0389,babalakin@babakinkidscareclinic.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8 Hours,Operational,Registered,Licensed,2,2,0,2
73917818,24/08/1/2/2/0118,,,2019-01-16,Outreach Medical,Lagos,Eti-Osa,Private,For Profit,Secondary,,,3.51051,6.43777,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,,,,,,
51533480,24/08/1/2/2/0071,,1448047,2018-01-04,Primeforth Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"35C, Ajiran Road, Agungi, Lekki Peninsula",3.51609,6.44368,0816-007-5859,admin@primeforthospital.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,2,0,5
60027870,24/08/1/2/2/0112,,,2014-01-04,REDDOT MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,,,3.47971,6.43432,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
60935226,24/08/1/1/2/0038,,1429701,1992-07-09,Sheriff Clinic 2,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,"1, agbadamoshi Eletu Street, Osapa",3.51163,6.44077,0802-312-1277,sherriffclinic@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,1,0,0,2
73024922,24/08/1/1/2/0039,,,,South Shore Women'S Clinic,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
45575252,24/08/1/1/2/0069,,1350303,2017-03-01,The Pediatric Center,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,"2A, Sulaimon Abdulahi Street, Agungi, Lekki",3.51619,6.44509,0808-284-4972,aatitebi@pediatriccenterng.net,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,3,3,0,4
30218241,24/08/1/1/2/0049,,121493,1984-12-02,Udeco Medical Centre,Lagos,Eti-Osa,Private,For Profit,Secondary,,"36, Udeco Medical Road Chev View Estate",3.52643,6.44373,0704-622-6464,meetwithudecochvy@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,2,1,5
55524649,24/08/1/2/2/0117,,,2017-12-28,UPILLON CARE HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,,3.51249,6.44134,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
55243787,24/08/1/2/2/0007,121470,217556,1996-01-04,Barnes Hospital Cardiac Diagnostic Laboratories Limited,Lagos,Eti-Osa,Private,For Profit,Secondary,,"Plot 34b, Alhaji Yesufu Abiodun Oniru Road, Victoria Island",3.44517,6.42710,0812-991-5315,barnes2.hospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,6,0,0,15
14911187,24/08/1/1/2/0009,,,,Eko Hotel Clinic,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
30074384,24/08/1/1/1/0011,,,,Oniru Primary Health Centre,Lagos,Eti-Osa,Public,,Primary,,,3.45269775400004,6.42449951200007,,,,,,Operational,Unknown,Unknown,,,,
83440994,24/08/1/1/2/0030,,,,Peadiatric Partners Ltd,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
55089553,24/08/1/2/2/0045,,,,Royal Saints Hospital,Lagos,Eti-Osa,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
67205746,24/08/1/1/1/0004,,,2009-06-09,Badore Primary Health Centre,Lagos,Eti-Osa,Public,Local Government,Primary,Primary Health Center,Badore Primary Health Care Badore Road Ajah,3.61139,6.50933,0803-346-3980,,,,24 Hours,Operational,Registered,Licensed,3,0,2,5
61123350,24/08/1/2/2/0063,,1218778,1997-01-01,Dove Hospital And Diagnostic Center,Lagos,Eti-Osa,Private,For Profit,Secondary,,"No 18, Badore Road Ajah",3.59048,6.49939,0817-819-0797,dove@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,5,4,2,
83294205,24/08/1/1/2/0017,,,,Havilah Clinic,Lagos,Eti-Osa,Private,,Primary,,,3.57531738300003,6.48492431600005,,,,,,Operational,Unknown,Unknown,,,,
78403162,24/08/1/2/2/0034,,,,Medical City Consultant Hospital,Lagos,Eti-Osa,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
70438159,24/08/1/2/2/0035,,,,Medison Specialist Hospital,Lagos,Eti-Osa,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
23230427,24/08/1/2/2/0048,,1047746,2012-05-07,St Edward Specialist Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"4, Dolapo Oshinnaike Street, S-Force Estate, Ajah",3.56484,6.47334,0802-095-1924,info@stedwardhospital.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,7,0,3,8
63178387,24/08/1/2/2/0053,,,2009-01-07,The Heritage Specialist Clinic,Lagos,Eti-Osa,Private,For Profit,Secondary,,"Hse1, Greenville Estate Drive, Greenville Estate, Ijoyi Badore Road, Lagos.",3.60235,6.50736,0808-188-0504,theheritagespecialistclinic@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",12 Hours,Operational,Registered,Licensed,1,,,3
82260169,24/08/1/1/2/0048,,867001,1997-05-02,The Royal Infirmary,Lagos,Eti-Osa,Private,For Profit,Secondary,,"Badore Road , Ajah",3.60284,6.50482,0702-677-4892,theroyal.infir@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,6,3,3,6
15698437,24/08/1/2/2/0016,,121906,2001-11-02,Divine Medical Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"53, Norman Williams Street, Off Keffi Street Ikoyi",3.41648,6.44411,0708-785-9429,divinemedicalcentre@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,5,1,1,12
41869691,24/08/1/2/2/0021,,,,Gold Cross Hospital - Keffi,Lagos,Eti-Osa,Private,,Secondary,,,3.41507000000007,6.44729000000007,,,,,,Operational,Unknown,Unknown,,,,
42651490,24/08/1/1/2/0021,,,,Little Ways Clinic,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
35418633,24/08/1/2/2/0040,,,,Police Hospital Falomo,Lagos,Eti-Osa,Private,,Secondary,,,,,8057335494,,,,,Operational,Unknown,Unknown,,,,
12439206,24/08/1/1/2/0041,,,,St John Anglican Church Hospital,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
77011857,24/08/1/1/1/0005,,,2008-07-10,Gbara Mayegun Health Post,Lagos,Eti-Osa,Public,Local Government,Primary,Health Post,"Lawal Street, Gbara/Maiyegun",3.51061,6.43284,0802-354-4704,,,"Monday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,0,0,0,1
22932496,24/08/1/1/1/0006,,,2002-08-03,Igbo Efon Primary Health Clinic,Lagos,Eti-Osa,Public,Local Government,Primary,Primary Health Clinic,"Baale Street, Igbo-Efon",3.52247,6.43689,0803-416-5307,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,0,0,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,
46519346,24/08/1/1/1/0068,,2493417,2019-12-10,Lexanaa Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"5, Adebisi Oyenola Street, Idado Estate, Lekki",3.52158,6.44027,0808-844-5100,lexanaahospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,0,3,5
60580748,24/08/1/2/2/0058,,2520095,2015-12-10,Macjoy Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"19, Olukolu Street, Igbo-Efon",3.52237,6.43435,0802-356-3933,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,2,0,0,7
61105440,24/08/1/1/2/0011,,,,Excel Children Medical Centre,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
27934889,24/08/1/1/1/0009,,,2009-01-01,Ikoyi Primary Health Centre,Lagos,Eti-Osa,Public,Local Government,Primary,Primary Health Center,Inside Dolphin Estate Alternative Gate,3.40678,6.45683,0080-347-5114,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,3,0,1,8
28371154,24/08/1/2/2/0003,,,,Anna Maria Hospital,Lagos,Eti-Osa,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
64848358,24/08/1/1/2/0094,,1621700,2019-12-10,Blanche Dental Clinic,Lagos,Eti-Osa,Private,For Profit,Primary,Primary Health Clinic,"2, Abibi Popoola Street Lekki Phase 1",3.47289,6.44445,0901-199-9176,lekki1@blanchehealth.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,0,0,0,0
30736513,24/08/1/2/2/0013,,,,Childcare Paediatric Hospital,Lagos,Eti-Osa,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
44301601,24/08/1/2/2/0095,,1307831,2017-03-07,Clear View Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"14B, Taiwo Olowu Street Off Victoria Aribieken",3.47509,6.44502,0903-000-0628,info@clearviewng.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,1,1,6
65796379,24/08/1/2/2/0070,,1560393,2019-11-02,Emobile Specialist Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"27A, Akwuzu Street, Off Omorinre Johson Street Lekki Phase 1",3.46223,6.43451,0815-037-5538,emobilelclinic@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,0,0,6
23153372,24/08/1/2/2/0110,,,2019-10-16,Etta Atlantic Memorial,Lagos,Eti-Osa,Private,For Profit,Secondary,,,,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
40309828,24/08/1/2/2/0107,,,2019-01-09,Ever Care Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,,3.45688,6.43770,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
80278008,24/08/1/1/2/0014,,,,Georges Memorial Medical Centre,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
24569196,24/08/1/1/1/0007,,,2009-01-03,Ikate Primary Health Centre,Lagos,Eti-Osa,Public,Local Government,Primary,Primary Health Center,"4, Obayekini Elegushi Road Lekki",3.48623,6.43422,0703-075-5572,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,0,1,6
31713300,24/08/1/1/2/0019,,,,Innovative Medical Services,Lagos,Eti-Osa,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
47137538,24/08/1/2/2/0032,,,,Lifeline Children Hospital,Lagos,Eti-Osa,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
83084914,24/08/1/2/2/0116,,,2018-01-18,LILLY HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,,3.47971,6.43432,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,,,,,,
22559359,24/08/1/2/2/0103,,,2018-01-23,My Private Consultant,Lagos,Eti-Osa,Private,For Profit,Secondary,,,3.46166,6.44772,0816-264-4810,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
73031321,24/08/1/1/2/0026,,,2014-02-13,Niyot Medical Centre,Lagos,Eti-Osa,Private,For Profit,Secondary,,"9, Anthony Etukudo Street, Off Niyi Okunubi Street, Lekki Phase1",3.45676,6.43962,0814-000-0198,admin@niyo7medical.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,2,,8
46149763,24/08/1/2/2/0096,,1289959,2016-01-07,Olive Multi Specialist Hospital,Lagos,Eti-Osa,Private,For Profit,Secondary,,"Plot 6B, Block, 1A, The Rock Dr, Lekki Phase 1",3.46948,6.43975,0908-600-0083,info@olivemultispecialist.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,11,3,2,11
18133985,24/08/1/2/2/0060,,,2012-01-03,Premier Specialist Medical Centre,Lagos,Eti-Osa,Private,For Profit,Secondary,,"64B Emma Abimbola Street, off Fola Osiba Lekki Phase 1",3.47299,6.44218,,info@thepremiermedical.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,0,0,9
,,,,,,,,,,,,,,,,,,,,,,,,,,
37577244,24/08/1/2/2/0043,,923013,2010-01-01,Rainbow Specialist Medical Centre,Lagos,Eti-Osa,Private,For Profit,Secondary,,"11C, Babatunde Anjous Street Off Admiralty Way, Lekki Phase 1",3.47763,6.45185,0803-094-0694,afokeisiavwe@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Unknown,12,2,0,5
