facility_uid,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,physical_location,longitude,latitude,phone_number,operation_days,registration_status,license_status
61123350,1997-01-01,DOVE HOSPITAL AND DIAGNOSTIC CENTER,Lagos,Eti-Osa,Private,For Profit,Secondary,"NO 18, BADORE ROAD AJAH",3.59048,6.49939,0817-819-0797,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
23230427,2012-05-07,ST EDWARD SPECIALIST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"4, DOLAPO OSHINNAIKE STREET, S-FORCE ESTATE, AJAH",3.56484,6.47334,0802-095-1924,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
63178387,2009-01-07,THE HERITAGE SPECIALIST CLINIC,Lagos,Eti-Osa,Private,For Profit,Secondary,"HSE1, GREENVILLE ESTATE DRIVE, GREENVILLE ESTATE, IJOYI BADORE ROAD, LAGOS.",3.60235,6.50736,0808-188-0504,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82260169,1997-05-02,THE ROYAL INFIRMARY,Lagos,Eti-Osa,Private,For Profit,Secondary,"BADORE ROAD , AJAH",3.60284,6.50482,0702-677-4892,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
15698437,2001-11-02,DIVINE MEDICAL HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"53, NORMAN WILLIAMS STREET, OFF KEFFI STREET IKOYI",3.41648,6.44411,0708-785-9429,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
77011857,2008-07-10,GBARA MAYEGUN HEALTH POST,Lagos,Eti-Osa,Public,Local Government,Primary,"LAWAL STREET, GBARA/MAIYEGUN",3.51061,6.43284,0802-354-4704,"Monday,Wednesday,Thursday,Friday",Registered,Licensed
22932496,2002-08-03,IGBO EFON PRIMARY HEALTH CLINIC,Lagos,Eti-Osa,Public,Local Government,Primary,"BAALE STREET, IGBO-EFON",3.52247,6.43689,0803-416-5307,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
46519346,2019-12-10,LEXANAA HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"5, ADEBISI OYENOLA STREET, IDADO ESTATE, LEKKI",3.52158,6.44027,0808-844-5100,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60580748,2015-12-10,MACJOY HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"19, OLUKOLU STREET, IGBO-EFON",3.52237,6.43435,0802-356-3933,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
27934889,2009-01-01,IKOYI PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,INSIDE DOLPHIN ESTATE ALTERNATIVE GATE,3.40678,6.45683,0080-347-5114,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
64848358,2019-12-10,BLANCHE DENTAL CLINIC,Lagos,Eti-Osa,Private,For Profit,Primary,"2, ABIBI POPOOLA STREET LEKKI PHASE 1",3.47289,6.44445,0901-199-9176,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
44301601,2017-03-07,CLEAR VIEW HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"14B, TAIWO OLOWU STREET OFF VICTORIA ARIBIEKEN",3.47509,6.44502,0903-000-0628,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
65796379,2019-11-02,EMOBILE SPECIALIST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"27A, AKWUZU STREET, OFF OMORINRE JOHSON STREET LEKKI PHASE 1",3.46223,6.43451,0815-037-5538,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
23153372,2019-10-16,ETTA ATLANTIC MEMORIAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
40309828,2019-01-09,EVER CARE HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.45688,6.4377,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
24569196,2009-01-03,IKATE PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,"4, OBAYEKINI ELEGUSHI ROAD LEKKI",3.48623,6.43422,0703-075-5572,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
83084914,2018-01-18,LILLY HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.47971,6.43432,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,
22559359,2018-01-23,MY PRIVATE CONSULTANT,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.46166,6.44772,0816-264-4810,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
73031321,2014-02-13,NIYOT MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,"9, ANTHONY ETUKUDO STREET, OFF NIYI OKUNUBI STREET, LEKKI PHASE1",3.45676,6.43962,0814-000-0198,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
46149763,2016-01-07,OLIVE MULTI SPECIALIST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"PLOT 6B, BLOCK, 1A, THE ROCK DR, LEKKI PHASE 1",3.46948,6.43975,0908-600-0083,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
18133985,2012-01-03,PREMIER SPECIALIST MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,"64B EMMA ABIMBOLA STREET, OFF FOLA OSIBA LEKKI PHASE 1",3.47299,6.44218,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
37577244,2010-01-01,RAINBOW SPECIALIST MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,"11C, BABATUNDE ANJOUS STREET OFF ADMIRALTY WAY, LEKKI PHASE 1",3.47763,6.45185,0803-094-0694,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Unknown
32322115,2013-08-26,VERDIC LIFE CARE HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,LEKKI EPE EXPRESS WAY,3.47228,6.43207,0803-341-9470,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
18654434,2016-01-17,ST. IVES SPECIALIST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
53940337,1991-01-12,CITIZEN MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,"86, NORMAN WILLIAMS STREET, IKOYI",3.41734,6.44413,0802-313-1129,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
86117850,2008-01-07,FIRST CARDIOLOGY CONSULTANTS,Lagos,Eti-Osa,Private,For Profit,Secondary,"20A, THOMPSON AVENUE IKOYI",3.43443,6.45279,0803-525-0205,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
76972836,2010-01-03,HANOBA MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Primary,,,,,,Unknown,Unknown
28416017,2017-01-24,MAGNA CARTA HEALTH,Lagos,Eti-Osa,Private,For Profit,Primary,,3.415,6.44429,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
60525016,1997-11-07,FAMILYCARE MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,"7, CIVIC CENTRE ROAD, OFF BAALE ROAD IKOTA",3.54843,6.44957,,,Unknown,Unknown
63936420,2010-01-06,HEALING STRIPES HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"HOUSE 6B, PRINCE ALABA ONIRU WAY, VICTORIA ISLAND",3.44307,6.43286,0813-276-4459,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
72815088,1996-04-11,IKOTA PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,IKOTA SECOND GATE BESIDE OANDO FILLING STATION,3.55602,6.45429,0802-332-3866,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
24220127,2023-02-01,LAFIAJI PHC,Lagos,Eti-Osa,Public,State Government,Primary,,3.56578,6.42808,,"Monday,Tuesday,Wednesday,Thursday,Friday",Not Applicable,Not Applicable
76667040,2011-09-03,QUEENSWAY HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"KM 15, LEKKI EPE EXPRESS WAY, IKOTA",3.55026,6.44965,0706-376-6728,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
83802036,1991-11-10,ST KIZITO HOSPITAL LEKKI,Lagos,Eti-Osa,Private,Not For Profit,Secondary,"ST. KIZITO COMPOUND, JAKANDE HOUSING ESTATE, LEKKI",3.50526,6.43464,0706-337-8417,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
20569296,2000-03-03,THE PENINSULA HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,IKOTA SCHOOL GATE,3.55482,6.45018,0803-335-1500,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
29930433,2008-11-08,AMBASSADOR MEDICAL CLINIC VENTURES,Lagos,Eti-Osa,Private,For Profit,Secondary,"32, ELESHIN STREET OBALENDE IKOYI",3.41185,6.44849,0802-311-6242,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43384015,2017-02-02,ARUBAH FAMILY MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Secondary,"9, KUDIRAT SALAMI, AGUNGI",3.51541,6.44134,0809-512-2112,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
13180125,2001-01-05,BEST CARE HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"2A, KEFFI STREET, IKOYI",3.41503,6.44795,0708-411-186,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
83355426,1981-10-10,FIRST CONSULTANT MEDICAL CENTER,Lagos,Eti-Osa,Private,For Profit,Secondary,16/24 IKOYI ROAD OBALENDE,3.40968,6.44939,0813-477-9917,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
22079265,2009-08-02,OBALENDE PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,OBALENDE ROAD,3.41025,6.45182,0803-366-4629,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
59300867,1999-04-04,ST FRANCOIS HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Primary,"24, KEFFI STREET IKOYI",3.41445,6.44492,0803-705-8454,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
57195185,2014-01-24,CEDACARE,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.57589,6.46143,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
17709423,2019-03-09,ETI-OSA MATERNAL AND CHILD CENTRE,Lagos,Eti-Osa,Public,State Government,Secondary,"19, OGOMBO ROAD, AJAH LEKKI",3.58518,6.46308,0815-088-2801,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
31386073,2019-12-01,IFESOWAPO PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,,3.56672,6.45534,,"Monday,Tuesday,Wednesday,Thursday,Friday",Not Applicable,Not Applicable
41317589,2008-10-28,OGOMBO PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,"OGOMBO, ROUND ABOUT",3.61228,6.44893,0802-883-0021,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
55974081,2010-12-07,OKUNMOPO PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,Local Government,Primary,1 HOSPITAL ROAD OKUNMOPO AKINLADE,3.61955,6.42788,0705-138-5449,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
28406899,1963-01-01,IFEOLUWA HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"BLOCK 380, FLAT 2, JAKANDE HOUSING ESTATE",3.50461,6.43502,0813-396-9154,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67849428,2007-01-04,NUKLIUS SPECIALIST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,BLOCK 384 JAKANDE HOUSING ESTATE LEKKI,3.50574,6.43511,0803-073-2058,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
40033501,2014-02-06,S A AYEYEMI PRIMARY HEALTH CLINIC (ILASAN),Lagos,Eti-Osa,Public,Local Government,Primary,POLICE STATION ROAD JAKANDE HOUSING ESTATE,3.50364,6.43339,0803-294-8125,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
84194915,2001-10-01,CAREMAX HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"12, ASAJON STREET, SANGOTEDO, OFF LEKKI EPE EXPRESSWAY, LAGOS.",3.63122,6.47375,0903-336-5818,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67784995,2018-01-09,JJANED SPECIALIST HOSPITALS,Lagos,Eti-Osa,Private,For Profit,Secondary,"3 JERRY NWAKOBI STREET, BESIDE LEKKI GARDENS PHASE 2",3.59012,6.47808,0145-364-74,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
42140793,2015-05-08,LENNOX HOSPITAL LIMITED,Lagos,Eti-Osa,Private,For Profit,Secondary,7 FLOODGATE STREET BESIDE ENYO STATION AJAH,3.60571,6.47351,0810-523-2886,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
12438074,2000-01-11,SAFE WAY HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,"KILOMETER46, LEKKI-EPE EXPRESSWAY, SANGOTEDO, LAGOS.",3.62942,6.47295,0802-792-3839,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
62973547,1990-02-02,SANGOTEDO PRIMARY HEALTH CENTRE,Lagos,Eti-Osa,Public,State Government,Primary,ETI-OSA EAST LOCAL COUNCIL DEVELOPMENT AREA,3.63255,6.47239,0701-870-9056,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
56186641,2015-12-02,SOUTHERN SHORE HOSPITAL SANGOTEDO,Lagos,Eti-Osa,Private,For Profit,Primary,"KM 24, LEKKI EPE EXPRESS WAY, OKO-ADDO, SANGOTEDO",3.61396,6.47577,0703-515-4599,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
25113723,1990-11-02,TARKWA BAY HEALTH POST,Lagos,Eti-Osa,Public,Local Government,Primary,TARKWAY BAY ABULE AREA,3.39384,6.40632,0805-055-5469,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
47095142,2018-03-14,CEDARCREST HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.41825,6.43585,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
53281055,2017-01-02,EURACARE,Lagos,Eti-Osa,Private,For Profit,Primary,,3.43702,6.42646,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
58042745,2019-01-24,GROVER HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.43701,6.42968,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
58970726,2009-03-03,RENAISSANCE MEDICAL CENTRE,Lagos,Eti-Osa,Private,For Profit,Tertiary,"8B ELSIE FEMI PEARSE , OFF ADEOLA ODEKU, VICTORIA ISLAND",3.41151,6.43219,0809-513-4000,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
87069761,2013-03-07,SOUTH SHORE WOMEN CLINIC,Lagos,Eti-Osa,Private,For Profit,Secondary,"1717, MIKE ADENUGA CLOSE VI",3.41348,6.42941,0807-461-7023,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
27270439,2022-11-15,UNITED HEARTH HOSPITAL,Lagos,Eti-Osa,Private,For Profit,Secondary,,3.44058,6.42543,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
31779157,2009-07-06,AYETEJU PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"OKO OBA, ELERANGBE",3.855529,6.524475,,"Monday,Tuesday,Wednesday,Thursday,Friday",Unknown,Unknown
82788201,2023-01-03,GODS FAVOUR CLINIC,Lagos,Ibeju/Lekki,Private,For Profit,Primary,,,,,,Unknown,Unknown
79486374,2019-01-11,PAULSON CONVALESCENT CENTRE,Lagos,Ibeju/Lekki,Private,For Profit,Primary,,,,,,,
21396836,2000-01-18,ABOREJI HEALTH POST,Lagos,Ibeju/Lekki,Public,State Government,Primary,,,,,,Unknown,Unknown
63756040,2018-01-11,ISE PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,State Government,Primary,ISE IGBOGUN TOWN LEKKI,4.25385,6.41147,,"Monday,Tuesday,Wednesday,Thursday,Friday",Not Applicable,Not Applicable
37046649,2016-07-01,ADCARE HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Secondary,"1, GANIU IYEKAN CL, IBEJU-LEKKI",3.71037,6.46947,0703-126-6183,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
80248916,2007-04-04,AS SALAM CONVALESCENT CENTRE,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"KM34, LEKKI-EPE EXPRESSWAY, LAKONWE",3.73185,6.47381,0701-338-8299,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
68907855,2012-02-28,AWOYAYA HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Secondary,"2, TUNDE ADEWUYI STREET, OGUNLANA CRESCENT, AWOYAYA",3.70602,6.47244,0802-302-8897,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
54648000,2020-02-02,DALE'S CLINIC,Lagos,Ibeju/Lekki,Private,For Profit,Primary,KM 42 LEKKI EPE EXPRESS WAY,3.70374,6.4686,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,
20694568,2018-01-01,EKEH CONVALSCENT HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"7,OLUWOLE CL, EPUTU",3.71923,6.47672,0803-419-1667,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67825077,2008-12-11,FIRST GRACELAND HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Secondary,"LEKKI-EPE EXPRESSWAY, ABIJO GRA",3.67946,6.46196,0802-372-4546,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
32170725,2017-03-07,NEW LIFE  HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"3,BALOGUN STREET OFF GBETU, AWOYAYA",3.70995,6.45987,0802-494-4044,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Pending Registration,Licensed
38634841,2016-04-02,NEW VIGOUR HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Secondary,"10 KINGDOM HALL STREET, ABIJO",3.66363,6.46861,0706-271-0020,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71843242,2015-12-01,RCCG C.T.L. MATERNITY,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"10, AKINYEMI STREET, AWOYAYA, IBEJU-LEKKI",4.0851,6.41644,0703-156-6227,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
63424955,2018-01-03,SERENE HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"LOSORO, IBEJU-LEKKI",3.72697,6.47991,0705-818-6644,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Pending Registration,
71269833,2019-07-15,STAY ALIVE HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"18, ADEBA RD,",3.73057,6.47063,0803-572-2821,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Pending Registration,Licensed
20553276,2023-01-10,TENDER LOVE HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,,3.70303,6.46828,0806-301-5020,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Pending Registration,
77207578,2013-08-08,TID - CARE CONVALESCENT CENTRE,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"1, ATOLABGE VILLA, GLOBAL TRANSFORMER CONTAINER, AWOYAYA",3.70123,6.47334,0802-979-0902,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
38472946,2018-04-02,UTMOST CLINIC,Lagos,Ibeju/Lekki,Private,For Profit,Secondary,"5,GOLF ROAD, LAKONWE",3.74121,6.47449,0909-063-9400,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35522093,2014-01-01,AMARACHI CLINIC,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"5, OKEOWODE STR LAKONWE TOWN",3.72808,6.47417,0702-576-8378,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
51295631,2005-09-12,BOGIJE PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"22 BOLA AHMED TINUBU WAY, BOGIJE",3.75801,6.48472,0803-357-9808,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
54443747,2017-05-01,BOSSOM CLINIC,Lagos,Ibeju/Lekki,Private,For Profit,Primary,ORIBANWA BUSTOP,3.72536,6.47321,0803-810-3137,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
54313519,2002-08-01,GOD IS GREAT MATERNITY HOME,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"1,SMALL LONDON STR, BOGIJE",3.76322,6.48442,0808-884-7971,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
13454185,2018-01-23,MAGNIFICIENT GOD HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,,3.77768,6.47705,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,
51224483,2014-01-21,OMOYE MATERNITY CENTRE,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"5,SALAMI STR, BOGIJE",3.76017,6.48265,0701-686-4418,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Pending Registration,Licensed
80995023,2016-05-02,OTUNLA PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"OTUNLA RD, OTUNLA TOWN",3.75029,6.47287,0806-878-4300,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
46877791,2022-01-16,SAMKOL NURSING HOME,Lagos,Ibeju/Lekki,Private,For Profit,Primary,,3.759648,6.48299,,,,
85224889,2018-01-10,ST. ANGELA'S HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,,3.78134,6.47596,,,,
65522503,2001-02-05,LEKKI PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,LEKKI LCDA,4.09474,6.41367,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Unknown,Unknown
30727216,2009-01-05,OSHOROKO PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,OSHOROKO TOWN,4.08679,6.41723,,"Monday,Tuesday,Wednesday,Thursday,Friday",Unknown,Unknown
41772019,2010-04-05,IDASHO PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"IDISEWE STREET, IDASHO",3.98648,6.42938,0803-845-4708,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
20389555,2000-03-01,IDOTUN PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"8, AYEGBAMI STREET, IDOTUN",4.02263,6.42448,0706-155-2902,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
73648567,2008-06-02,MAGBON SEGUN PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"1, SOMOLU STREET, MAGBON SEGUN",3.99697,6.42856,0703-154-5174,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
42705177,2010-11-01,OKUNRAYE PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"2, IGBOSEWE STREET, OKUNRAYE",4.05505,6.42023,0805-401-6930,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Unknown,Unknown
20210283,2017-01-13,ST. NICHOLAS HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Secondary,,,,,,Unknown,Unknown
87547777,2019-01-16,CHIDO HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,,,,,,Unknown,Unknown
14360382,2006-12-31,IBEJU LEKKI GENERAL HOSPITAL,Lagos,Ibeju/Lekki,Public,State Government,Secondary,"KM 21, LAGOS RD, BEFORE LFTZ, AKODO",3.9335,6.4395,0815-061-9522,"Monday,Tuesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
59071702,2009-01-11,ORIMEDU PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"6,ARAROMI STR, ORIMEDU",3.9015,6.4205,0706-139-4746,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
18147476,2010-04-05,IBEREKODO PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"1, LAMINO STREET, IBEREKODO",3.85964,6.44021,0807-312-7804,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
37038537,2012-08-07,MAKOG HOSPITAL,Lagos,Ibeju/Lekki,Private,For Profit,Primary,"LEKKI FREE TRADE ZONE ROAD, MAGBON ALADE",3.89365,6.44104,0803-304-3177,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
84069813,2005-12-05,SOLU ALADE PRIMARY HEALTH,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"BALOGUN STREET, SOLU ALADE",3.79001,6.43955,0816-514-8389,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
17214117,1982-04-12,FOLU PRIMARY HEALTH CENTRE,Lagos,Ibeju/Lekki,Public,Local Government,Primary,"EGIRI STREET, FOLU",4.19638,6.39374,0802-424-0890,"Monday,Tuesday,Wednesday,Thursday,Friday",Unknown,Unknown
